,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
14100,28,5,292536,1,10,0,11,3,1,0,0,0,50,28,1
14101,40,5,82161,4,13,0,2,3,1,0,0,0,40,28,1
14102,30,5,180656,1,10,3,13,3,1,0,0,0,40,36,1
14103,20,5,181370,1,10,0,5,5,4,0,0,0,40,28,1
14104,80,5,148623,10,15,1,14,1,1,0,0,0,35,28,0
14105,51,5,84399,15,9,1,3,1,4,0,0,0,40,28,1
14106,17,5,143331,13,6,0,0,5,1,0,0,0,15,28,1
14107,37,8,48779,4,13,1,14,1,1,0,0,0,40,28,1
14108,19,3,175495,15,9,0,10,5,4,1,0,0,24,28,1
14109,58,5,83542,15,9,0,5,3,1,0,0,0,40,28,1
14110,57,5,214619,1,10,1,13,1,1,0,0,0,40,28,1
14111,37,5,160035,1,10,5,3,3,1,0,0,0,40,28,1
14112,23,8,39603,1,10,0,13,0,0,0,0,0,40,28,1
14113,36,5,181589,4,13,0,2,3,1,1,0,0,32,6,1
14114,33,5,261511,15,9,1,13,1,1,0,0,0,40,28,1
14115,30,5,29522,1,10,1,0,2,1,1,0,0,40,28,1
14116,30,5,36340,15,9,0,2,0,1,1,0,0,24,28,1
14117,41,5,320984,10,15,1,14,1,1,0,99999,0,65,28,0
14118,57,3,403625,1,10,1,10,1,3,0,0,0,60,28,0
14119,23,5,122346,15,9,0,0,5,1,0,0,0,40,28,1
14120,40,5,105794,10,15,0,14,3,1,1,14084,0,50,28,0
14121,53,5,152883,15,9,4,2,3,4,1,0,0,40,28,1
14122,31,4,123037,1,10,0,7,3,1,0,0,0,13,28,1
14123,41,3,339682,3,3,1,10,1,1,0,0,0,40,27,1
14124,36,5,182074,15,9,0,2,4,1,0,0,0,40,28,1
14125,30,5,248588,9,8,5,5,3,1,1,0,0,40,28,1
14126,44,5,187584,15,9,1,1,1,1,0,0,0,40,31,1
14127,36,5,46706,15,9,0,5,5,1,0,0,0,40,28,1
14128,42,5,190290,2,12,1,14,1,1,0,0,0,40,28,0
14129,48,1,247294,15,9,1,13,1,1,0,0,0,30,24,1
14130,22,5,117779,4,13,0,14,5,1,0,0,0,40,28,1
14131,38,5,121602,15,9,1,3,1,1,0,0,0,40,28,1
14132,31,5,451744,15,9,0,13,3,1,0,0,0,50,28,1
14133,32,5,107793,15,9,5,5,5,1,0,2174,0,40,28,1
14134,35,5,339772,15,9,1,9,1,4,0,0,0,40,28,1
14135,21,5,185582,1,10,0,0,5,1,0,0,0,43,28,1
14136,26,5,260614,15,9,1,3,1,1,0,0,0,40,28,1
14137,19,6,53220,15,9,0,2,5,4,1,0,0,40,28,1
14138,43,5,213844,15,9,6,13,2,4,1,0,0,42,28,0
14139,33,5,213226,15,9,1,13,1,1,0,0,0,60,28,1
14140,30,5,58582,4,13,0,13,5,1,0,0,0,10,28,1
14141,52,5,193116,13,6,1,11,1,1,0,0,0,45,28,1
14142,38,6,201410,4,13,1,8,1,1,0,0,0,40,28,0
14143,28,5,190525,4,13,1,8,1,1,0,0,0,46,28,0
14144,57,1,138285,2,12,1,5,1,1,0,0,0,40,41,1
14145,51,5,111939,4,13,1,14,1,1,0,0,0,50,28,0
14146,50,5,109277,5,5,1,3,1,1,0,0,0,48,28,1
14147,32,5,331539,4,13,1,8,1,3,0,0,0,50,4,0
14148,32,5,396745,4,13,1,14,1,1,0,0,2415,48,28,0
14149,37,5,126675,15,9,1,13,1,1,0,0,0,40,28,1
14150,69,1,349022,15,9,1,0,1,1,0,0,0,33,28,1
14151,33,3,98145,1,10,5,10,0,0,0,0,0,30,28,1
14152,37,5,234901,1,10,1,0,1,1,0,0,0,50,0,0
14153,36,5,100681,1,10,0,2,3,1,0,2463,0,40,28,1
14154,47,1,265097,15,9,1,11,1,1,0,0,0,45,28,0
14155,63,5,237379,13,6,1,11,1,1,0,0,0,40,28,1
14156,21,5,44793,1,10,0,2,3,1,0,0,0,65,28,1
14157,17,5,270942,15,9,0,5,4,1,0,0,0,35,27,1
14158,56,5,193622,15,9,2,13,0,1,0,0,0,40,28,1
14159,90,6,187749,2,12,1,2,1,3,0,0,0,20,38,1
14160,27,5,160178,1,10,5,2,3,1,1,0,0,38,28,1
14161,38,5,680390,15,9,5,2,0,1,1,0,0,20,28,1
14162,33,5,96245,2,12,1,14,1,1,0,0,0,50,28,1
14163,26,5,34803,15,9,0,8,3,1,1,0,0,40,28,1
14164,20,5,170091,1,10,0,5,5,1,1,0,0,35,28,1
14165,42,5,231813,12,7,1,11,1,1,0,0,0,40,28,1
14166,55,5,23789,15,9,5,8,3,1,1,0,0,40,28,1
14167,32,4,438711,1,10,1,14,2,4,1,0,0,40,28,1
14168,66,5,169804,4,13,1,0,1,1,0,20051,0,40,28,0
14169,66,6,376506,7,16,5,14,3,1,1,3273,0,40,28,1
14170,49,5,28791,1,10,5,5,3,1,1,0,0,40,28,1
14171,34,5,162814,15,9,5,1,3,4,0,0,0,45,28,1
14172,38,5,58108,4,13,1,8,1,1,0,0,0,50,28,0
14173,40,0,102226,15,9,1,8,1,1,0,0,0,40,28,1
14174,22,8,209131,2,12,0,5,5,1,0,0,0,20,28,1
14175,46,1,157117,15,9,1,11,1,1,0,0,0,40,28,1
14176,29,5,172865,15,9,1,3,1,1,0,0,0,50,28,1
14177,19,5,29798,9,8,0,9,5,0,0,0,0,20,28,1
14178,71,3,229424,15,9,4,10,3,1,1,0,0,40,28,1
14179,37,6,80680,4,13,5,14,0,1,1,1151,0,35,28,1
14180,52,6,238959,11,14,0,14,3,1,0,0,0,32,28,0
14181,27,5,189462,11,14,0,2,3,1,1,0,0,46,28,1
14182,52,5,139347,15,9,1,11,2,1,1,0,0,40,28,1
14183,31,5,188108,15,9,0,13,5,1,0,4101,0,40,28,1
14184,37,0,111128,1,10,1,13,1,1,0,0,0,50,28,0
14185,28,5,81540,15,9,0,9,3,1,0,0,0,40,28,1
14186,25,5,257562,0,4,1,13,1,1,0,0,0,40,27,1
14187,31,5,59496,1,10,1,2,1,1,0,0,0,50,28,1
14188,29,5,29974,15,9,1,13,1,1,0,0,0,40,28,1
14189,45,5,102597,15,9,4,2,0,1,1,0,0,35,28,1
14190,69,5,41419,0,4,1,5,1,1,0,0,0,20,28,1
14191,50,5,118565,12,7,1,3,1,4,0,0,0,40,28,1
14192,54,4,312897,7,16,1,14,1,1,0,0,0,46,22,0
14193,17,5,166290,5,5,0,5,5,1,1,0,0,20,28,1
14194,34,5,160261,15,9,0,7,5,3,0,14084,0,35,4,0
14195,32,1,116834,15,9,1,5,2,1,1,0,0,5,36,1
14196,23,5,203076,1,10,0,3,5,1,0,0,0,40,28,1
14197,66,5,201197,4,13,1,14,1,1,0,0,0,45,28,0
14198,61,5,273803,15,9,1,13,1,1,0,0,0,40,28,1
14199,55,5,156797,1,10,5,3,3,1,1,0,0,40,28,1
14200,24,5,283896,15,9,0,9,3,1,0,0,0,40,28,1
14201,30,5,149368,15,9,5,0,0,1,0,1151,0,30,28,1
14202,49,5,156926,6,11,5,8,3,1,0,0,0,45,28,0
14203,21,3,163911,1,10,0,10,5,1,1,0,0,3,28,1
14204,56,0,165881,15,9,1,0,1,1,0,0,0,50,28,0
14205,25,5,86872,15,9,1,0,1,1,0,0,0,40,28,1
14206,49,5,167523,4,13,5,1,3,1,0,0,0,40,28,1
14207,58,5,154950,4,13,1,7,1,1,0,0,0,40,28,0
14208,40,8,171231,4,13,0,2,3,1,0,0,0,40,21,1
14209,62,5,244933,11,14,5,14,3,1,1,0,0,45,28,1
14210,54,5,256908,4,13,1,7,1,1,0,0,0,25,28,0
14211,34,1,33442,6,11,0,5,4,1,1,0,0,40,28,1
14212,18,5,126142,13,6,0,13,5,1,0,0,0,30,28,1
14213,28,3,268222,12,7,0,10,3,4,1,0,0,40,28,1
14214,32,5,167106,15,9,1,0,1,3,0,0,0,40,16,1
14215,22,6,50065,4,13,0,14,3,1,1,0,0,35,28,1
14216,34,4,252529,4,13,0,14,3,1,0,0,0,48,28,1
14217,53,3,199665,4,13,1,10,1,1,0,0,0,30,28,0
14218,47,5,343579,15,9,1,5,1,1,0,0,0,40,27,1
14219,19,5,190817,1,10,0,0,5,1,1,0,0,40,28,1
14220,41,0,151089,1,10,1,8,1,1,0,0,2415,55,28,0
14221,46,5,186820,1,10,1,5,2,1,1,5013,0,40,28,1
14222,56,1,210731,0,4,5,0,4,1,0,0,0,20,27,1
14223,42,5,123816,15,9,5,3,3,4,1,0,0,40,28,1
14224,25,5,77071,4,13,0,14,5,1,1,0,2339,35,28,1
14225,42,5,115085,15,9,1,2,1,1,0,0,0,50,28,1
14226,43,5,170525,4,13,5,14,3,1,1,14344,0,40,28,0
14227,17,5,209949,12,7,0,0,5,1,1,0,1602,12,28,1
14228,57,1,34297,0,4,1,13,1,1,0,0,0,40,28,0
14229,40,5,180985,11,14,1,8,1,1,0,0,0,50,28,0
14230,62,6,33365,15,9,4,5,3,1,1,0,0,40,31,1
14231,20,5,197752,1,10,0,2,5,1,0,0,0,16,28,1
14232,47,5,180551,1,10,1,11,1,1,0,0,0,50,28,1
14233,40,5,77975,1,10,1,8,1,1,0,0,0,40,28,1
14234,44,5,159297,15,9,1,8,2,3,1,0,0,40,36,0
14235,48,5,94342,4,13,1,13,1,1,0,0,0,55,28,1
14236,39,0,34180,6,11,1,12,1,1,0,0,0,60,28,0
14237,46,6,367251,1,10,1,13,1,4,0,0,0,40,28,0
14238,72,0,172407,10,15,1,14,1,1,0,99999,0,50,28,0
14239,53,5,303462,15,9,1,3,1,1,0,0,0,30,28,1
14240,47,8,220269,1,10,1,9,1,1,0,0,0,40,28,0
14241,40,1,45093,15,9,5,13,3,1,0,0,0,45,31,1
14242,34,5,101709,15,9,2,11,3,3,0,0,0,40,28,1
14243,41,5,219591,15,9,0,2,5,1,0,0,0,40,28,1
14244,41,5,76625,15,9,1,13,1,1,0,0,0,40,28,1
14245,20,5,342599,1,10,0,9,5,1,0,0,0,35,28,1
14246,42,0,125846,8,2,1,0,1,1,0,0,0,60,36,1
14247,54,6,238257,4,13,0,14,3,1,0,0,0,50,28,1
14248,39,0,206253,4,13,1,14,2,1,1,0,0,40,28,1
14249,37,5,172571,15,9,5,3,3,1,0,0,0,40,28,1
14250,59,5,95165,7,16,1,0,1,1,0,0,0,40,28,1
14251,69,5,141181,3,3,1,2,1,1,0,1797,0,40,28,1
14252,24,5,267843,4,13,0,14,5,4,1,0,0,35,28,1
14253,36,5,181382,6,11,1,3,1,1,0,3103,0,40,28,0
14254,21,3,207782,1,10,0,10,5,1,0,0,0,30,28,1
14255,68,3,103161,15,9,4,10,3,1,0,0,0,32,28,1
14256,20,5,132320,1,10,2,13,3,1,0,0,0,40,28,1
14257,26,1,201138,6,11,0,5,3,1,1,0,0,35,28,1
14258,48,5,239058,9,8,4,9,0,1,1,0,0,50,28,1
14259,39,0,239755,10,15,1,14,1,1,0,0,1902,50,28,0
14260,21,5,176262,2,12,0,5,5,1,1,0,0,18,28,1
14261,22,5,264738,15,9,0,8,4,1,1,0,0,42,0,1
14262,34,5,182218,6,11,5,14,0,1,1,0,0,40,28,1
14263,33,5,318982,1,10,1,8,1,1,0,0,0,45,28,0
14264,46,5,216666,5,5,1,3,1,1,0,0,0,40,3,1
14265,47,5,274200,12,7,1,13,1,1,0,7298,0,40,28,0
14266,65,5,150095,4,13,1,8,1,1,0,0,0,40,28,0
14267,23,5,192978,15,9,1,9,1,1,0,0,0,40,28,1
14268,28,5,68021,1,10,0,5,3,1,1,0,0,30,28,1
14269,34,1,28568,15,9,5,8,3,1,0,0,0,60,28,0
14270,20,5,115057,1,10,0,5,3,1,0,0,0,40,28,1
14271,28,5,139568,12,7,0,2,3,1,0,0,0,40,28,1
14272,52,0,138497,4,13,1,8,1,1,0,0,0,60,28,1
14273,40,4,182460,11,14,1,14,2,3,1,0,0,38,4,0
14274,22,5,253310,4,13,0,8,5,1,1,0,0,7,28,1
14275,29,0,130856,15,9,1,8,1,1,0,0,0,45,28,1
14276,31,1,389765,0,4,1,14,1,1,0,0,0,60,28,1
14277,42,8,52781,11,14,1,14,1,1,0,0,1902,40,28,0
14278,38,5,146178,15,9,0,13,0,4,1,0,0,40,28,1
14279,22,5,231053,12,7,1,3,1,1,0,0,0,70,28,0
14280,21,3,145964,1,10,0,10,5,1,0,0,0,40,28,1
14281,43,5,483450,5,5,1,8,1,1,0,0,0,40,27,1
14282,43,0,198316,4,13,1,8,1,1,0,0,0,50,28,0
14283,33,5,160614,1,10,1,8,1,1,0,0,0,50,28,1
14284,17,0,325171,13,6,0,5,5,4,0,0,0,35,28,1
14285,54,1,172898,10,15,1,14,1,1,0,5178,0,50,28,0
14286,45,5,186473,15,9,5,2,0,1,1,0,0,40,28,1
14287,55,6,286967,13,6,1,13,1,1,0,0,0,45,28,1
14288,51,1,111939,15,9,1,11,1,1,0,0,0,35,28,0
14289,65,8,325089,13,6,5,13,0,1,0,0,0,40,28,1
14290,21,5,143582,4,13,0,14,5,3,1,0,0,45,28,1
14291,40,5,308027,15,9,4,5,0,4,1,0,0,40,28,1
14292,58,5,105060,1,10,0,2,3,4,1,0,0,37,28,1
14293,53,8,39643,15,9,4,8,3,1,1,0,0,58,28,1
14294,39,5,186191,11,14,1,14,1,1,0,0,1848,50,28,0
14295,56,6,267763,15,9,1,5,1,1,0,0,0,40,28,1
14296,37,5,124293,1,10,1,2,1,1,0,0,0,50,28,1
14297,44,5,36271,4,13,1,13,1,1,0,0,0,40,28,1
14298,49,5,143459,5,5,2,9,5,1,0,0,0,38,28,1
14299,36,5,186376,1,10,1,3,1,3,0,0,0,50,28,0
14300,59,0,52822,4,13,1,13,1,1,0,0,0,60,28,1
14301,33,5,104509,15,9,5,2,5,1,1,0,0,40,28,1
14302,36,5,184456,10,15,0,8,3,1,0,27828,0,50,28,0
14303,26,5,192302,1,10,1,8,2,1,1,0,0,25,28,1
14304,22,5,156822,13,6,0,0,3,1,1,0,1762,25,28,1
14305,25,5,214413,11,14,0,2,5,1,0,0,0,40,28,1
14306,28,5,108574,1,10,1,2,2,1,1,0,0,15,28,1
14307,41,5,223934,2,12,5,2,0,1,1,0,0,38,28,1
14308,45,5,200559,6,11,1,12,1,1,0,0,0,70,28,1
14309,43,5,137722,15,9,1,9,1,1,0,0,0,40,28,1
14310,30,5,261677,5,5,0,9,0,4,0,0,0,40,28,1
14311,33,5,136331,15,9,3,13,0,1,0,0,0,50,28,1
14312,34,5,329993,1,10,1,2,1,1,0,0,0,40,28,1
14313,21,5,91819,6,11,0,5,3,1,0,0,0,30,28,1
14314,31,5,201122,4,13,1,0,1,1,0,0,1902,45,28,0
14315,48,5,315423,3,3,1,11,1,1,0,0,0,40,28,1
14316,22,5,103277,1,10,0,2,5,1,1,0,0,20,28,1
14317,47,5,236805,1,10,5,0,0,1,1,0,0,60,28,1
14318,27,5,74883,4,13,0,7,3,3,1,0,0,40,38,1
14319,18,5,115443,12,7,0,9,3,1,0,0,0,25,28,1
14320,43,5,150528,11,14,1,14,1,1,0,0,0,40,28,0
14321,36,5,43701,1,10,4,0,3,1,1,0,0,20,28,1
14322,37,8,419053,15,9,5,13,3,1,0,0,0,40,28,1
14323,24,5,183594,6,11,0,13,5,1,0,0,0,20,28,1
14324,24,5,390348,15,9,0,11,3,1,0,0,0,40,28,1
14325,38,5,36989,4,13,1,5,1,1,0,3908,0,70,28,1
14326,48,5,247895,4,13,1,8,1,4,0,0,0,40,28,0
14327,75,5,191446,8,2,1,5,4,4,1,0,0,16,28,1
14328,43,1,33521,4,13,5,14,3,1,0,0,0,70,28,0
14329,64,5,46087,4,13,5,8,3,1,1,0,0,50,28,1
14330,67,3,129188,7,16,1,10,1,1,0,20051,0,5,28,0
14331,36,5,356824,15,9,5,0,3,1,1,0,0,40,28,1
14332,53,5,158746,1,10,1,7,1,1,0,0,0,40,28,1
14333,22,5,153323,1,10,0,14,3,4,0,0,0,20,28,1
14334,73,1,130391,15,9,0,5,3,1,1,0,0,36,28,1
14335,46,5,173613,15,9,5,2,3,1,1,0,0,40,28,1
14336,45,5,362883,15,9,1,13,1,1,0,5013,0,40,28,1
14337,43,5,182757,15,9,1,13,1,1,0,0,0,40,28,0
14338,20,5,50397,15,9,0,2,5,4,0,0,0,20,28,1
14339,43,8,101709,1,10,5,9,3,3,0,0,0,40,28,1
14340,21,5,202570,9,8,0,2,4,4,0,0,0,48,36,1
14341,40,5,145649,15,9,2,0,0,4,1,0,0,25,28,1
14342,36,5,136343,4,13,1,14,1,1,0,0,0,40,28,0
14343,64,0,142166,4,13,5,0,3,1,0,0,0,45,28,1
14344,19,3,242001,1,10,0,10,5,1,1,0,0,40,28,1
14345,46,5,127089,1,10,1,14,1,1,0,5178,0,38,28,0
14346,46,6,124071,11,14,5,8,0,1,1,0,0,65,28,0
14347,41,6,190368,4,13,0,14,3,1,1,0,0,70,28,1
14348,29,3,19793,1,10,5,10,0,1,1,0,0,8,28,1
14349,28,5,67661,1,10,0,2,4,1,1,0,0,40,28,1
14350,23,5,62278,1,10,1,0,1,1,0,0,0,45,28,1
14351,30,8,295010,4,13,0,1,3,1,1,0,0,60,28,0
14352,44,5,203897,4,13,3,2,3,1,1,0,0,40,1,1
14353,27,5,265314,15,9,1,11,1,1,0,0,0,45,28,0
14354,25,5,159603,15,9,0,5,0,1,1,0,0,34,28,1
14355,29,5,134331,13,6,1,13,1,1,0,0,0,40,28,1
14356,54,5,123011,15,9,1,3,1,1,0,0,0,40,40,0
14357,27,5,274964,4,13,0,12,3,1,0,0,0,65,28,1
14358,34,5,66309,15,9,1,13,1,1,0,0,0,35,28,1
14359,38,5,73471,1,10,1,0,1,1,0,0,0,50,28,1
14360,24,3,26671,15,9,0,10,4,0,1,0,0,40,28,1
14361,56,5,357118,11,14,1,14,2,1,1,0,0,40,28,0
14362,35,0,184655,15,9,1,0,1,1,0,0,0,62,28,1
14363,23,3,55492,6,11,0,10,3,0,1,0,0,30,28,1
14364,23,5,175266,1,10,0,13,3,1,0,0,0,40,28,1
14365,19,5,188008,1,10,0,0,5,4,1,0,0,20,28,1
14366,42,5,87284,10,15,1,14,1,1,0,7298,0,35,28,0
14367,46,5,330087,4,13,1,8,1,1,0,15024,0,45,28,0
14368,48,0,56975,15,9,5,0,0,3,1,0,0,84,36,1
14369,27,5,150025,15,9,0,0,3,1,0,0,0,40,21,1
14370,22,3,189203,2,12,0,10,4,1,0,0,0,15,28,1
14371,49,0,330874,1,10,1,0,1,1,0,0,0,70,28,0
14372,23,5,136824,1,10,0,5,5,1,0,0,0,20,28,1
14373,24,5,201179,15,9,0,5,5,1,0,0,0,40,28,1
14374,34,5,324654,15,9,0,3,5,3,0,0,0,40,4,1
14375,25,8,366207,15,9,0,11,5,1,0,0,0,40,28,1
14376,33,1,103860,1,10,1,13,1,1,0,0,0,50,28,1
14377,22,5,106700,2,12,0,2,5,1,1,0,0,27,28,1
14378,54,6,163557,15,9,0,2,3,1,1,0,0,30,28,1
14379,39,0,286261,11,14,0,14,3,1,1,0,0,40,28,1
14380,25,5,123083,4,13,0,14,3,1,1,0,0,40,28,1
14381,75,0,125197,15,9,1,2,1,1,0,0,0,26,28,1
14382,28,1,278073,15,9,0,3,4,4,0,0,0,30,28,1
14383,50,5,133963,4,13,5,0,3,1,1,0,0,50,28,1
14384,62,1,71467,4,13,1,13,1,1,0,0,0,55,28,0
14385,40,5,76487,15,9,1,3,1,1,0,0,0,40,28,1
14386,58,6,215245,4,13,0,14,3,1,1,0,0,37,28,1
14387,24,8,127185,2,12,1,8,2,1,1,0,0,40,28,1
14388,21,5,179720,15,9,0,5,4,1,1,0,0,30,28,1
14389,40,5,88909,4,13,1,8,1,1,0,15024,0,50,28,0
14390,45,5,341995,6,11,1,14,1,1,0,0,1902,42,28,0
14391,48,5,173938,15,9,1,8,1,1,0,0,0,60,28,1
14392,34,5,344275,15,9,0,11,3,1,0,0,0,70,28,1
14393,23,5,150463,15,9,0,6,0,2,1,0,0,40,3,1
14394,43,6,209544,11,14,0,8,3,1,1,10520,0,50,28,0
14395,42,6,201723,1,10,0,13,3,1,0,0,0,40,28,1
14396,39,1,343476,4,13,1,14,1,1,0,15024,0,50,7,0
14397,52,0,77392,15,9,1,12,1,1,0,0,0,60,28,1
14398,21,3,171156,1,10,0,10,3,1,1,0,0,35,28,1
14399,56,1,357118,4,13,0,8,3,1,1,0,0,60,28,1
14400,48,8,167749,15,9,1,2,2,1,1,0,0,40,28,0
14401,37,1,352882,15,9,5,8,3,3,1,0,0,70,30,0
14402,25,5,51201,15,9,1,13,1,1,0,0,0,35,28,1
14403,40,5,365986,4,13,1,9,5,1,0,0,0,40,28,0
14404,34,5,400416,12,7,0,3,5,4,0,0,0,45,28,1
14405,52,5,31533,15,9,5,5,3,1,0,0,0,40,28,1
14406,41,5,106900,4,13,1,7,1,1,0,0,1902,42,28,0
14407,36,6,192337,15,9,0,5,3,1,0,0,0,40,28,1
14408,21,5,118712,6,11,0,13,5,1,0,0,1504,40,28,1
14409,28,5,301654,4,13,0,14,3,1,1,0,0,40,28,1
14410,31,1,145162,4,13,1,8,1,1,0,0,0,60,36,0
14411,20,5,88126,1,10,0,2,5,1,0,0,0,9,22,1
14412,68,5,165017,15,9,1,14,1,1,0,0,0,40,35,0
14413,35,5,238342,15,9,1,11,1,1,0,0,0,40,28,1
14414,32,5,857532,15,9,0,3,5,4,0,0,0,40,28,1
14415,64,5,134378,11,14,1,8,1,1,0,0,0,50,28,0
14416,17,5,260797,13,6,0,9,5,1,1,0,0,23,28,1
14417,25,5,138765,4,13,0,14,3,1,0,0,0,20,28,1
14418,74,3,256674,15,9,4,10,3,1,1,0,0,25,28,1
14419,31,5,247444,6,11,1,3,1,1,0,0,0,40,6,1
14420,51,4,454063,7,16,1,8,1,1,0,7298,0,40,28,0
14421,67,5,180539,15,9,1,0,1,1,0,0,0,10,28,1
14422,42,5,397346,15,9,0,13,3,1,0,3325,0,40,28,1
14423,29,5,107160,15,9,0,5,3,1,0,0,0,40,28,1
14424,31,5,262024,15,9,1,3,1,4,0,0,0,40,28,1
14425,21,5,131230,15,9,1,13,1,1,0,0,0,37,28,1
14426,67,5,274451,13,6,1,11,1,1,0,0,0,16,28,1
14427,41,4,365986,15,9,5,1,3,1,0,0,0,40,28,0
14428,27,5,204515,4,13,0,7,3,1,1,0,0,36,28,1
14429,51,5,99316,9,8,5,11,0,1,0,0,0,50,28,1
14430,21,3,206681,12,7,1,10,2,1,1,0,0,40,28,1
14431,28,5,268726,15,9,1,13,1,1,0,0,0,46,28,1
14432,21,5,275395,1,10,0,13,5,1,0,0,0,40,28,1
14433,28,5,383322,6,11,1,3,1,1,0,0,0,40,28,0
14434,29,5,126822,15,9,1,5,1,1,0,0,0,35,28,1
14435,39,0,168355,15,9,1,8,1,1,0,0,0,70,28,1
14436,21,5,162667,4,13,0,2,3,1,0,0,0,40,6,1
14437,43,5,373403,6,11,1,13,1,1,0,0,0,40,28,1
14438,44,1,274562,15,9,0,13,3,1,0,14344,0,40,28,0
14439,28,5,249362,12,7,1,11,1,1,0,0,0,50,28,1
14440,31,5,111567,5,5,0,0,3,1,0,0,0,43,28,0
14441,18,3,216508,15,9,0,10,5,1,0,0,0,30,28,1
14442,27,5,145784,1,10,1,2,2,0,1,0,0,45,28,1
14443,34,4,209317,1,10,1,1,1,1,0,0,0,40,28,1
14444,25,5,259505,15,9,0,7,3,1,0,0,0,40,28,1
14445,34,5,345360,4,13,1,7,1,1,0,0,0,40,22,1
14446,43,6,198096,15,9,1,13,1,1,0,7688,0,40,28,0
14447,40,0,33126,11,14,1,13,1,1,0,0,0,50,28,1
14448,21,5,206354,15,9,0,5,0,4,1,0,0,35,28,1
14449,25,5,1484705,1,10,5,8,0,1,1,0,0,25,28,1
14450,21,5,26410,15,9,0,2,3,1,1,0,0,40,28,1
14451,19,1,220901,1,10,0,11,5,1,0,0,0,30,28,1
14452,49,0,44671,2,12,1,13,1,1,0,0,0,40,28,0
14453,20,5,38620,1,10,0,5,5,1,0,0,0,20,28,1
14454,36,5,89040,12,7,1,11,1,1,0,0,0,47,28,1
14455,32,5,370160,1,10,2,8,0,4,1,0,0,40,28,1
14456,23,5,208946,1,10,0,2,5,1,0,0,0,32,28,1
14457,21,5,131230,1,10,0,0,5,1,0,0,0,10,28,1
14458,25,5,60358,4,13,0,8,5,1,0,0,0,40,28,1
14459,26,5,350853,3,3,0,11,3,1,0,0,0,40,36,1
14460,24,5,209782,4,13,0,0,5,1,1,0,0,40,28,1
14461,22,5,351952,1,10,0,14,0,1,1,0,0,20,28,1
14462,26,5,142081,15,9,1,5,2,1,1,0,0,40,27,1
14463,22,5,164775,5,5,0,3,0,1,0,0,0,40,3,1
14464,41,6,47858,4,13,1,1,1,1,0,0,0,40,28,0
14465,18,5,404085,15,9,1,2,2,1,1,0,0,40,28,1
14466,24,5,218678,4,13,0,0,5,1,0,0,0,40,28,1
14467,38,5,184655,15,9,1,13,1,1,0,0,1740,48,28,1
14468,36,5,321760,4,13,0,2,3,1,1,0,0,17,28,1
14469,45,6,185399,11,14,5,14,5,1,1,0,0,55,28,1
14470,38,6,409200,1,10,1,7,1,1,0,0,0,40,28,0
14471,38,5,40077,15,9,1,13,1,1,0,0,0,50,28,0
14472,34,1,31740,15,9,0,12,3,1,0,0,0,40,28,1
14473,53,6,233722,2,12,0,2,3,4,0,0,0,40,28,1
14474,32,5,192039,6,11,1,14,2,1,1,0,0,40,28,0
14475,17,5,222618,12,7,0,0,5,4,1,0,0,30,28,1
14476,45,4,213646,4,13,1,8,1,1,0,7298,0,40,28,0
14477,31,6,194141,15,9,1,1,1,1,0,0,0,48,28,1
14478,47,4,80282,7,16,1,14,1,1,0,0,0,45,28,1
14479,27,5,166350,15,9,0,0,3,1,0,0,0,50,28,1
14480,61,8,60641,1,10,1,2,2,1,1,0,0,30,28,1
14481,33,5,124827,15,9,1,11,1,1,0,0,0,40,28,1
14482,67,5,105438,15,9,2,3,4,1,1,0,0,40,28,1
14483,38,5,85244,4,13,2,13,3,1,0,0,0,40,28,1
14484,25,5,120535,15,9,5,0,0,1,1,0,0,40,28,1
14485,33,6,269604,3,3,0,5,0,2,1,0,0,40,29,1
14486,27,5,247711,15,9,1,2,2,1,1,0,0,40,28,1
14487,45,5,380922,15,9,1,13,1,1,0,0,0,60,28,0
14488,24,5,281221,4,13,0,2,4,3,1,0,0,40,5,1
14489,23,5,269687,6,11,0,7,3,1,0,0,0,40,28,1
14490,48,5,181758,1,10,5,2,0,1,1,0,0,40,28,1
14491,61,8,136787,1,10,1,2,1,1,0,0,0,40,28,0
14492,22,5,107882,15,9,0,14,5,1,1,0,0,20,28,1
14493,34,5,172579,6,11,5,7,0,1,1,0,0,40,28,1
14494,32,5,29933,15,9,1,3,1,1,0,5178,0,40,28,0
14495,35,8,38905,1,10,5,2,3,1,1,0,0,50,28,1
14496,36,5,168826,13,6,0,13,3,1,0,0,0,40,28,1
14497,24,5,424034,15,9,0,8,0,1,0,0,0,40,28,1
14498,60,5,117509,5,5,1,13,1,1,0,0,0,40,28,1
14499,28,3,196971,4,13,0,10,3,1,1,0,0,43,28,1
14500,64,5,69525,15,9,5,13,0,1,0,0,0,20,28,1
14501,22,5,374116,15,9,0,0,0,1,1,0,0,35,28,1
14502,27,5,283913,3,3,0,6,3,1,1,0,0,65,22,1
14503,36,4,147258,1,10,5,11,3,1,0,0,0,60,28,1
14504,27,5,139903,15,9,0,0,0,4,1,0,0,30,28,1
14505,52,5,112959,1,10,4,0,3,1,1,0,0,40,28,1
14506,57,1,264148,15,9,1,12,1,1,0,0,0,45,28,1
14507,23,5,256211,1,10,0,2,3,3,0,0,0,24,18,1
